Card,Set ID,Set Name,Quantity,Foil
"You Hear Something on Watch",AFR,"",3,""
"You're Ambushed on the Road",AFR,"",4,""
"Aberrant Mind Sorcerer",AFR,"",3,""
"Air-Cult Elemental",AFR,"",4,""
"Arcane Investigator",AFR,"",4,""
"Bar the Gate",AFR,"",4,""
"Blue Dragon",AFR,"",4,""
"Charmed Sleep",AFR,"",4,""
"Clever Conjurer",AFR,"",3,""
"Contact Other Plane",AFR,"",4,""
"Demilich",AFR,"",2,""
"Displacer Beast",AFR,"",4,""
"Djinni Windseer",AFR,"",3,""
"Dragon Turtle",AFR,"",1,""
"Eccentric Apprentice",AFR,"",4,""
"Feywild Trickster",AFR,"",1,""
"Fly",AFR,"",4,""
"Grazilaxx, Illithid Scholar",AFR,"",2,""
"Guild Thief",AFR,"",3,""
"Iymrith, Desert Doom",AFR,"",3,""
"Mind Flayer",AFR,"",2,""
"Mordenkainen",AFR,"",1,""
"Mordenkainen's Polymorph",AFR,"",1,""
"Pixie Guide",AFR,"",4,""
"Power of Persuasion",AFR,"",2,""
"Ray of Frost",AFR,"",2,""
"Rimeshield Frost Giant",AFR,"",4,""
"Scion of Stygia",AFR,"",1,""
"Secret Door",AFR,"",4,""
"Shocking Grasp",AFR,"",1,""
"Shortcut Seeker",AFR,"",3,""
"Silver Raven",AFR,"",4,""
"Soulknife Spy",AFR,"",4,""
"Split the Party",AFR,"",3,""
"Sudden Insight",AFR,"",4,""
"Tasha's Hideous Laughter",AFR,"",4,""
"Trickster's Talisman",AFR,"",2,""
"Wizard Class",AFR,"",4,""
"Wizard's Spellbook",AFR,"",3,""
"You Come to a River",AFR,"",4,""
"You Find the Villains' Lair",AFR,"",2,""
"You See a Guard Approach",AFR,"",1,""
"Acererak the Archlich",AFR,"",2,""
"Asmodeus the Archfiend",AFR,"",4,""
"Baleful Beholder",AFR,"",3,""
"Black Dragon",AFR,"",3,""
"The Book of Vile Darkness",AFR,"",3,""
"Check for Traps",AFR,"",2,""
"Clattering Skeletons",AFR,"",4,""
"Deadly Dispute",AFR,"",4,""
"Death-Priest of Myrkul",AFR,"",4,""
"Demogorgon's Clutches",AFR,"",3,""
"Devour Intellect",AFR,"",4,""
"Drider",AFR,"",1,""
"Dungeon Crawler",AFR,"",4,""
"Ebondeath, Dracolich",AFR,"",1,""
"Eyes of the Beholder",AFR,"",3,""
"Fates' Reversal",AFR,"",4,""
"Feign Death",AFR,"",4,""
"Gelatinous Cube",AFR,"",1,""
"Grim Bounty",AFR,"",2,""
"Grim Wanderer",AFR,"",1,""
"Herald of Hadar",AFR,"",4,""
"Hired Hexblade",AFR,"",4,""
"Hoard Robber",AFR,"",4,""
"Lightfoot Rogue",AFR,"",1,""
"Lolth, Spider Queen",AFR,"",4,""
"Manticore",AFR,"",4,""
"Power Word Kill",AFR,"",4,""
"Precipitous Drop",AFR,"",4,""
"Ray of Enfeeblement",AFR,"",4,""
"Reaper's Talisman",AFR,"",4,""
"Sepulcher Ghoul",AFR,"",3,""
"Shambling Ghast",AFR,"",4,""
"Skullport Merchant",AFR,"",4,""
"Thieves' Tools",AFR,"",2,""
"Vampire Spawn",AFR,"",4,""
"Warlock Class",AFR,"",3,""
"Westgate Regent",AFR,"",2,""
"Wight",AFR,"",2,""
"Yuan-Ti Fang-Blade",AFR,"",4,""
"Zombie Ogre",AFR,"",4,""
"Armory Veteran",AFR,"",4,""
"Barbarian Class",AFR,"",4,""
"Battle Cry Goblin",AFR,"",1,""
"Boots of Speed",AFR,"",4,""
"Brazen Dwarf",AFR,"",4,""
"Burning Hands",AFR,"",4,""
"Chaos Channeler",AFR,"",4,""
"Critical Hit",AFR,"",3,""
"Delina, Wild Mage",AFR,"",4,""
"Dragon's Fire",AFR,"",4,""
"Dueling Rapier",AFR,"",4,""
"Earth-Cult Elemental",AFR,"",3,""
"Farideh's Fireball",AFR,"",4,""
"Flameskull",AFR,"",2,""
"Goblin Javelineer",AFR,"",4,""
"Goblin Morningstar",AFR,"",2,""
"Hoarding Ogre",AFR,"",4,""
"Hobgoblin Bandit Lord",AFR,"",4,""
"Hobgoblin Captain",AFR,"",3,""
"Hulking Bugbear",AFR,"",4,""
"Improvised Weaponry",AFR,"",4,""
"Inferno of the Star Mounts",AFR,"",1,""
"Jaded Sell-Sword",AFR,"",4,""
"Kick in the Door",AFR,"",3,""
"Magic Missile",AFR,"",2,""
"Meteor Swarm",AFR,"",1,""
"Orb of Dragonkind",AFR,"",1,""
"Plundering Barbarian",AFR,"",4,""
"Price of Loyalty",AFR,"",4,""
"Red Dragon",AFR,"",1,""
"Rust Monster",AFR,"",4,""
"Swarming Goblins",AFR,"",2,""
"Tiger-Tribe Hunter",AFR,"",4,""
"Unexpected Windfall",AFR,"",4,""
"Valor Singer",AFR,"",4,""
"Wish",AFR,"",2,""
"Xorn",AFR,"",1,""
"You Come to the Gnoll Camp",AFR,"",2,""
"You Find Some Prisoners",AFR,"",1,""
"You See a Pair of Goblins",AFR,"",1,""
"Zariel, Archduke of Avernus",AFR,"",1,""
"Bulette",AFR,"",4,""
"Bull's Strength",AFR,"",4,""
"Choose Your Weapon",AFR,"",2,""
"Circle of Dreams Druid",AFR,"",1,""
"Circle of the Moon Druid",AFR,"",4,""
"Compelled Duel",AFR,"",2,""
"Dire Wolf Prowler",AFR,"",4,""
"Druid Class",AFR,"",4,""
"Ellywick Tumblestrum",AFR,"",1,""
"Elturgard Ranger",AFR,"",4,""
"Find the Path",AFR,"",4,""
"Froghemoth",AFR,"",2,""
"Gnoll Hunter",AFR,"",4,""
"Green Dragon",AFR,"",2,""
"Hill Giant Herdgorger",AFR,"",3,""
"Hunter's Mark",AFR,"",3,""
"Inspiring Bard",AFR,"",1,""
"Instrument of the Bards",AFR,"",3,""
"Intrepid Outlander",AFR,"",4,""
"Loathsome Troll",AFR,"",3,""
"Lurking Roper",AFR,"",4,""
"Neverwinter Dryad",AFR,"",4,""
"Ochre Jelly",AFR,"",4,""
"Owlbear",AFR,"",4,""
"Plummet",AFR,"",4,""
"Prosperous Innkeeper",AFR,"",2,""
"Purple Worm",AFR,"",2,""
"Ranger Class",AFR,"",2,""
"Ranger's Longbow",AFR,"",3,""
"Scaled Herbalist",AFR,"",2,""
"Spoils of the Hunt",AFR,"",4,""
"Sylvan Shepherd",AFR,"",4,""
"The Tarrasque",AFR,"",1,""
"Underdark Basilisk",AFR,"",4,""
"Wandering Troubadour",AFR,"",4,""
"Werewolf Pack Leader",AFR,"",1,""
"Wild Shape",AFR,"",2,""
"You Find a Cursed Idol",AFR,"",2,""
"You Happen On a Glade",AFR,"",4,""
"You Meet in a Tavern",AFR,"",2,""
"Adult Gold Dragon",AFR,"",1,""
"Barrowin of Clan Undurr",AFR,"",3,""
"Bruenor Battlehammer",AFR,"",4,""
"Drizzt Do'Urden",AFR,"",2,""
"Farideh, Devil's Chosen",AFR,"",2,""
"Fighter Class",AFR,"",1,""
"Gretchen Titchwillow",AFR,"",4,""
"Hama Pashar, Ruin Seeker",AFR,"",4,""
"Kalain, Reclusive Painter",AFR,"",4,""
"Krydle of Baldur's Gate",AFR,"",2,""
"Monk Class",AFR,"",1,""
"Orcus, Prince of Undeath",AFR,"",1,""
"Rogue Class",AFR,"",4,""
"Shessra, Death's Whisper",AFR,"",1,""
"Skeletal Swarming",AFR,"",2,""
"Sorcerer Class",AFR,"",1,""
"Targ Nar, Demon-Fang Gnoll",AFR,"",4,""
"Tiamat",AFR,"",2,""
"Trelasarra, Moon Dancer",AFR,"",4,""
"Triumphant Adventurer",AFR,"",2,""
"Volo, Guide to Monsters",AFR,"",1,""
"Xanathar, Guild Kingpin",AFR,"",1,""
"Bag of Holding",AFR,"",3,""
"The Deck of Many Things",AFR,"",1,""
"Dungeon Map",AFR,"",4,""
"Fifty Feet of Rope",AFR,"",2,""
"Greataxe",AFR,"",4,""
"Hand of Vecna",AFR,"",3,""
"Iron Golem",AFR,"",2,""
"Leather Armor",AFR,"",4,""
"Mimic",AFR,"",1,""
"Spare Dagger",AFR,"",2,""
"Spiked Pit Trap",AFR,"",2,""
"Treasure Chest",AFR,"",3,""
"Cave of the Frost Dragon",AFR,"",2,""
"Den of the Bugbear",AFR,"",2,""
"Dungeon Descent",AFR,"",1,""
"Evolving Wilds",AFR,"",4,""
"Hall of Storm Giants",AFR,"",1,""
"Hive of the Eye Tyrant",AFR,"",3,""
"Lair of the Hydra",AFR,"",2,""
"Temple of the Dragon Queen",AFR,"",2,""
"Plains",AFR,"",1,""
"Plains",AFR,"",1,""
"Plains",AFR,"",1,""
"Plains",AFR,"",1,""
"Island",AFR,"",1,""
"Island",AFR,"",1,""
"Island",AFR,"",1,""
"Island",AFR,"",1,""
"Swamp",AFR,"",1,""
"Swamp",AFR,"",1,""
"Swamp",AFR,"",1,""
"Swamp",AFR,"",1,""
"Mountain",AFR,"",1,""
"Mountain",AFR,"",1,""
"Mountain",AFR,"",1,""
"Mountain",AFR,"",1,""
"Forest",AFR,"",1,""
"Forest",AFR,"",1,""
"Forest",AFR,"",1,""
"Forest",AFR,"",1,""
"Adeline, Resplendent Cathar",MID,"",4,""
"Ambitious Farmhand",MID,"",3,""
"Beloved Beggar",MID,"",3,""
"Bereaved Survivor",MID,"",2,""
"Blessed Defiance",MID,"",4,""
"Borrowed Time",MID,"",3,""
"Brutal Cathar",MID,"",4,""
"Candlegrove Witch",MID,"",4,""
"Candletrap",MID,"",4,""
"Cathar Commando",MID,"",3,""
"Cathar's Call",MID,"",4,""
"Celestus Sanctifier",MID,"",3,""
"Chaplain of Alms",MID,"",4,""
"Clarion Cathars",MID,"",4,""
"Duelcraft Trainer",MID,"",4,""
"Enduring Angel",MID,"",2,""
"Fateful Absence",MID,"",4,""
"Flare of Faith",MID,"",4,""
"Gavony Dawnguard",MID,"",1,""
"Gavony Silversmith",MID,"",4,""
"Gavony Trapper",MID,"",4,""
"Hedgewitch's Mask",MID,"",4,""
"Homestead Courage",MID,"",4,""
"Intrepid Adversary",MID,"",4,""
"Loyal Gryff",MID,"",2,""
"Lunarch Veteran",MID,"",4,""
"Mourning Patrol",MID,"",4,""
"Odric's Outrider",MID,"",4,""
"Ritual Guardian",MID,"",4,""
"Ritual of Hope",MID,"",4,""
"Search Party Captain",MID,"",4,""
"Sigarda's Splendor",MID,"",1,""
"Sigardian Savior",MID,"",2,""
"Soul-Guide Gryff",MID,"",4,""
"Sungold Barrage",MID,"",4,""
"Sungold Sentinel",MID,"",2,""
"Sunset Revelry",MID,"",4,""
"Thraben Exorcism",MID,"",4,""
"Unruly Mob",MID,"",4,""
"Vanquish the Horde",MID,"",3,""
"Baithook Angler",MID,"",4,""
"Component Collector",MID,"",4,""
"Consider",MID,"",4,""
"Covetous Castaway",MID,"",2,""
"Curse of Surveillance",MID,"",1,""
"Delver of Secrets",MID,"",4,""
"Devious Cover-Up",MID,"",4,""
"Dissipate",MID,"",4,""
"Drownyard Amalgam",MID,"",3,""
"Fading Hope",MID,"",4,""
"Falcon Abomination",MID,"",4,""
"Firmament Sage",MID,"",4,""
"Flip the Switch",MID,"",3,""
"Galedrifter",MID,"",4,""
"Geistwave",MID,"",4,""
"Grafted Identity",MID,"",2,""
"Larder Zombie",MID,"",4,""
"Lier, Disciple of the Drowned",MID,"",2,""
"Locked in the Cemetery",MID,"",4,""
"Memory Deluge",MID,"",4,""
"Mysterious Tome",MID,"",4,""
"Nebelgast Intruder",MID,"",2,""
"Ominous Roost",MID,"",3,""
"Organ Hoarder",MID,"",4,""
"Otherworldly Gaze",MID,"",4,""
"Overwhelmed Archivist",MID,"",3,""
"Phantom Carriage",MID,"",2,""
"Revenge of the Drowned",MID,"",4,""
"Secrets of the Key",MID,"",4,""
"Shipwreck Sifters",MID,"",3,""
"Skaab Wrangler",MID,"",4,""
"Sludge Monster",MID,"",1,""
"Spectral Adversary",MID,"",2,""
"Startle",MID,"",4,""
"Stormrider Spirit",MID,"",4,""
"Suspicious Stowaway",MID,"",3,""
"Triskaidekaphile",MID,"",1,""
"Unblinking Observer",MID,"",4,""
"Vivisection",MID,"",1,""
"Arrogant Outlaw",MID,"",4,""
"Baneblade Scoundrel",MID,"",4,""
"Bat Whisperer",MID,"",4,""
"Bladebrand",MID,"",4,""
"Blood Pact",MID,"",4,""
"Bloodline Culling",MID,"",4,""
"Bloodtithe Collector",MID,"",2,""
"Champion of the Perished",MID,"",1,""
"Covert Cutpurse",MID,"",4,""
"Crawl from the Cellar",MID,"",4,""
"Curse of Leeches",MID,"",1,""
"Defenestrate",MID,"",2,""
"Diregraf Horde",MID,"",4,""
"Dreadhound",MID,"",3,""
"Duress",MID,"",4,""
"Eaten Alive",MID,"",4,""
"Ecstatic Awakener",MID,"",3,""
"Foul Play",MID,"",3,""
"Ghoulish Procession",MID,"",4,""
"Gisa, Glorious Resurrector",MID,"",2,""
"Graveyard Trespasser",MID,"",4,""
"Heirloom Mirror",MID,"",2,""
"Hobbling Zombie",MID,"",4,""
"Infernal Grasp",MID,"",4,""
"Jerren, Corrupted Bishop",MID,"",4,""
"Lord of the Forsaken",MID,"",3,""
"Mask of Griselbrand",MID,"",3,""
"The Meathook Massacre",MID,"",3,""
"Morbid Opportunist",MID,"",3,""
"Morkrut Behemoth",MID,"",4,""
"Necrosynthesis",MID,"",4,""
"No Way Out",MID,"",2,""
"Novice Occultist",MID,"",4,""
"Olivia's Midnight Ambush",MID,"",4,""
"Rotten Reunion",MID,"",4,""
"Shady Traveler",MID,"",4,""
"Siege Zombie",MID,"",2,""
"Slaughter Specialist",MID,"",1,""
"Stromkirk Bloodthief",MID,"",4,""
"Tainted Adversary",MID,"",3,""
"Vampire Interloper",MID,"",4,""
"Vengeful Strangler",MID,"",4,""
"Abandon the Post",MID,"",4,""
"Ardent Elementalist",MID,"",4,""
"Bloodthirsty Adversary",MID,"",4,""
"Brimstone Vandal",MID,"",4,""
"Burn Down the House",MID,"",2,""
"Burn the Accursed",MID,"",3,""
"Cathartic Pyre",MID,"",4,""
"Electric Revelation",MID,"",4,""
"Falkenrath Perforator",MID,"",2,""
"Falkenrath Pit Fighter",MID,"",1,""
"Famished Foragers",MID,"",4,""
"Fangblade Brigand",MID,"",2,""
"Festival Crasher",MID,"",4,""
"Flame Channeler",MID,"",3,""
"Geistflame Reservoir",MID,"",3,""
"Harvesttide Infiltrator",MID,"",4,""
"Immolation",MID,"",4,""
"Lambholt Harrier",MID,"",4,""
"Light Up the Night",MID,"",3,""
"Lunar Frenzy",MID,"",2,""
"Moonrager's Slash",MID,"",4,""
"Mounted Dreadknight",MID,"",4,""
"Neonate's Rush",MID,"",4,""
"Obsessive Astronomer",MID,"",2,""
"Pack's Betrayal",MID,"",1,""
"Play with Fire",MID,"",4,""
"Raze the Effigy",MID,"",4,""
"Reckless Stormseeker",MID,"",4,""
"Seize the Storm",MID,"",2,""
"Smoldering Egg",MID,"",1,""
"Spellrune Painter",MID,"",3,""
"Stolen Vitality",MID,"",4,""
"Sunstreak Phoenix",MID,"",4,""
"Tavern Ruffian",MID,"",4,""
"Thermo-Alchemist",MID,"",2,""
"Village Watch",MID,"",4,""
"Voldaren Ambusher",MID,"",4,""
"Voldaren Stinger",MID,"",4,""
"Augur of Autumn",MID,"",2,""
"Bird Admirer",MID,"",4,""
"Bounding Wolf",MID,"",4,""
"Bramble Armor",MID,"",4,""
"Briarbridge Tracker",MID,"",1,""
"Brood Weaver",MID,"",2,""
"Burly Breaker",MID,"",4,""
"Candlelit Cavalry",MID,"",4,""
"Clear Shot",MID,"",4,""
"Consuming Blob",MID,"",3,""
"Contortionist Troupe",MID,"",4,""
"Dawnhart Mentor",MID,"",2,""
"Dawnhart Rejuvenator",MID,"",4,""
"Deathbonnet Sprout",MID,"",4,""
"Defend the Celestus",MID,"",3,""
"Dryad's Revival",MID,"",4,""
"Duel for Dominance",MID,"",3,""
"Eccentric Farmer",MID,"",4,""
"Harvesttide Sentry",MID,"",3,""
"Hound Tamer",MID,"",3,""
"Howl of the Hunt",MID,"",3,""
"Might of the Old Ways",MID,"",3,""
"Outland Liberator",MID,"",2,""
"Path to the Festival",MID,"",4,""
"Pestilent Wolf",MID,"",4,""
"Plummet",MID,"",2,""
"Return to Nature",MID,"",4,""
"Rise of the Ants",MID,"",2,""
"Saryth, the Viper's Fang",MID,"",2,""
"Shadowbeast Sighting",MID,"",2,""
"Snarling Wolf",MID,"",4,""
"Storm the Festival",MID,"",1,""
"Tapping at the Window",MID,"",3,""
"Timberland Guide",MID,"",4,""
"Tireless Hauler",MID,"",4,""
"Turn the Earth",MID,"",4,""
"Unnatural Growth",MID,"",3,""
"Willow Geist",MID,"",1,""
"Wrenn and Seven",MID,"",3,""
"Angelfire Ignition",MID,"",3,""
"Arcane Infusion",MID,"",3,""
"Arlinn, the Pack's Hope",MID,"",1,""
"Bladestitched Skaab",MID,"",4,""
"Can't Stay Away",MID,"",2,""
"Corpse Cobble",MID,"",1,""
"Croaking Counterpart",MID,"",4,""
"Dawnhart Wardens",MID,"",4,""
"Dennick, Pious Apprentice",MID,"",2,""
"Devoted Grafkeeper",MID,"",4,""
"Dire-Strain Rampage",MID,"",1,""
"Diregraf Rebirth",MID,"",3,""
"Faithful Mending",MID,"",4,""
"Fleshtaker",MID,"",2,""
"Florian, Voldaren Scion",MID,"",1,""
"Galvanic Iteration",MID,"",4,""
"Ghoulcaller's Harvest",MID,"",3,""
"Grizzly Ghoul",MID,"",1,""
"Hallowed Respite",MID,"",2,""
"Hungry for More",MID,"",3,""
"Join the Dance",MID,"",4,""
"Katilda, Dawnhart Prime",MID,"",2,""
"Kessig Naturalist",MID,"",3,""
"Liesa, Forgotten Archangel",MID,"",1,""
"Ludevic, Necrogenius",MID,"",1,""
"Old Stickfingers",MID,"",1,""
"Rem Karolus, Stalwart Slayer",MID,"",4,""
"Rite of Harmony",MID,"",3,""
"Rite of Oblivion",MID,"",3,""
"Rootcoil Creeper",MID,"",4,""
"Sacred Fire",MID,"",4,""
"Sigarda, Champion of Light",MID,"",2,""
"Siphon Insight",MID,"",4,""
"Storm Skreelix",MID,"",2,""
"Sunrise Cavalier",MID,"",4,""
"Teferi, Who Slows the Sunset",MID,"",1,""
"Tovolar, Dire Overlord",MID,"",3,""
"Unnatural Moonrise",MID,"",3,""
"Vadrik, Astral Archmage",MID,"",2,""
"Vampire Socialite",MID,"",1,""
"Wake to Slaughter",MID,"",4,""
"Winterthorn Blessing",MID,"",3,""
"The Celestus",MID,"",2,""
"Crossroads Candleguide",MID,"",3,""
"Jack-o'-Lantern",MID,"",4,""
"Moonsilver Key",MID,"",4,""
"Mystic Skull",MID,"",1,""
"Pithing Needle",MID,"",2,""
"Silver Bolt",MID,"",4,""
"Stuffed Bear",MID,"",4,""
"Deserted Beach",MID,"",4,""
"Evolving Wilds",MID,"",4,""
"Field of Ruin",MID,"",4,""
"Haunted Ridge",MID,"",4,""
"Hostile Hostel",MID,"",1,""
"Overgrown Farmland",MID,"",2,""
"Rockfall Vale",MID,"",4,""
"Shipwreck Marsh",MID,"",4,""
"Plains",MID,"",1,""
"Island",MID,"",1,""
"Swamp",MID,"",1,""
"Mountain",MID,"",1,""
"Forest",MID,"",1,""
"Adamant Will",VOW,"",4,""
"Angelic Quartermaster",VOW,"",3,""
"Arm the Cathars",VOW,"",3,""
"Bride's Gown",VOW,"",2,""
"By Invitation Only",VOW,"",2,""
"Cemetery Protector",VOW,"",2,""
"Circle of Confinement",VOW,"",2,""
"Dawnhart Geist",VOW,"",3,""
"Distracting Geist",VOW,"",2,""
"Drogskol Infantry",VOW,"",4,""
"Estwald Shieldbasher",VOW,"",2,""
"Faithbound Judge",VOW,"",2,""
"Fierce Retribution",VOW,"",4,""
"Fleeting Spirit",VOW,"",3,""
"Gryff Rider",VOW,"",4,""
"Gryffwing Cavalry",VOW,"",2,""
"Hallowed Haunting",VOW,"",3,""
"Heron of Hope",VOW,"",3,""
"Heron-Blessed Geist",VOW,"",4,""
"Hopeful Initiate",VOW,"",4,""
"Katilda, Dawnhart Martyr",VOW,"",1,""
"Kindly Ancestor",VOW,"",1,""
"Militia Rallier",VOW,"",4,""
"Nebelgast Beguiler",VOW,"",2,""
"Nurturing Presence",VOW,"",4,""
"Ollenbock Escort",VOW,"",4,""
"Panicked Bystander",VOW,"",2,""
"Parish-Blade Trainee",VOW,"",4,""
"Piercing Light",VOW,"",4,""
"Radiant Grace",VOW,"",2,""
"Resistance Squad",VOW,"",4,""
"Sanctify",VOW,"",4,""
"Savior of Ollenbock",VOW,"",1,""
"Sigarda's Imprisonment",VOW,"",4,""
"Sigarda's Summons",VOW,"",2,""
"Supernatural Rescue",VOW,"",4,""
"Thalia, Guardian of Thraben",VOW,"",4,""
"Traveling Minister",VOW,"",2,""
"Twinblade Geist",VOW,"",4,""
"Unholy Officiant",VOW,"",3,""
"Valorous Stance",VOW,"",4,""
"Vampire Slayer",VOW,"",4,""
"Voice of the Blessed",VOW,"",4,""
"Wedding Announcement",VOW,"",4,""
"Alchemist's Retrieval",VOW,"",3,""
"Binding Geist",VOW,"",4,""
"Biolume Egg",VOW,"",4,""
"Chill of the Grave",VOW,"",4,""
"Cobbled Lancer",VOW,"",3,""
"Consuming Tide",VOW,"",1,""
"Cradle of Safety",VOW,"",4,""
"Cruel Witness",VOW,"",4,""
"Diver Skaab",VOW,"",3,""
"Dreadlight Monstrosity",VOW,"",3,""
"Dreamshackle Geist",VOW,"",4,""
"Fear of Death",VOW,"",3,""
"Geistlight Snare",VOW,"",1,""
"Geralf, Visionary Stitcher",VOW,"",1,""
"Gutter Skulker",VOW,"",4,""
"Hullbreaker Horror",VOW,"",3,""
"Inspired Idea",VOW,"",1,""
"Lantern Bearer",VOW,"",2,""
"Lunar Rejection",VOW,"",4,""
"Mirrorhall Mimic",VOW,"",2,""
"Mischievous Catgeist",VOW,"",4,""
"Patchwork Crawler",VOW,"",2,""
"Repository Skaab",VOW,"",4,""
"Scattered Thoughts",VOW,"",4,""
"Screaming Swarm",VOW,"",3,""
"Selhoff Entomber",VOW,"",4,""
"Serpentine Ambush",VOW,"",4,""
"Skywarp Skaab",VOW,"",2,""
"Soulcipher Board",VOW,"",2,""
"Steelclad Spirit",VOW,"",4,""
"Stitched Assistant",VOW,"",2,""
"Stormchaser Drake",VOW,"",4,""
"Syncopate",VOW,"",4,""
"Syphon Essence",VOW,"",4,""
"Thirst for Discovery",VOW,"",4,""
"Wanderlight Spirit",VOW,"",4,""
"Wash Away",VOW,"",3,""
"Whispering Wizard",VOW,"",4,""
"Winged Portent",VOW,"",3,""
"Witness the Future",VOW,"",2,""
"Wretched Throng",VOW,"",2,""
"Aim for the Head",VOW,"",4,""
"Archghoul of Thraben",VOW,"",4,""
"Bleed Dry",VOW,"",4,""
"Blood Fountain",VOW,"",4,""
"Bloodcrazed Socialite",VOW,"",4,""
"Bloodsworn Squire",VOW,"",3,""
"Catapult Fodder",VOW,"",2,""
"Cemetery Desecrator",VOW,"",1,""
"Concealing Curtains",VOW,"",4,""
"Courier Bat",VOW,"",4,""
"Demonic Bargain",VOW,"",1,""
"Desperate Farmer",VOW,"",2,""
"Diregraf Scavenger",VOW,"",4,""
"Doomed Dissenter",VOW,"",4,""
"Dread Fugue",VOW,"",4,""
"Dying to Serve",VOW,"",1,""
"Falkenrath Forebear",VOW,"",1,""
"Fell Stinger",VOW,"",3,""
"Gift of Fangs",VOW,"",2,""
"Gluttonous Guest",VOW,"",3,""
"Graf Reaver",VOW,"",1,""
"Grisly Ritual",VOW,"",3,""
"Groom's Finery",VOW,"",4,""
"Headless Rider",VOW,"",2,""
"Henrika Domnathi",VOW,"",2,""
"Hero's Downfall",VOW,"",2,""
"Innocent Traveler",VOW,"",3,""
"Mindleech Ghoul",VOW,"",4,""
"Parasitic Grasp",VOW,"",1,""
"Path of Peril",VOW,"",2,""
"Persistent Specimen",VOW,"",4,""
"Pointed Discussion",VOW,"",4,""
"Ragged Recluse",VOW,"",3,""
"Restless Bloodseeker",VOW,"",2,""
"Rot-Tide Gargantua",VOW,"",4,""
"Skulking Killer",VOW,"",4,""
"Sorin the Mirthless",VOW,"",2,""
"Toxrill, the Corrosive",VOW,"",1,""
"Undead Butler",VOW,"",4,""
"Undying Malice",VOW,"",4,""
"Unhallowed Phalanx",VOW,"",3,""
"Vampire's Kiss",VOW,"",3,""
"Voldaren Bloodcaster",VOW,"",2,""
"Wedding Security",VOW,"",1,""
"Abrade",VOW,"",3,""
"Alchemist's Gambit",VOW,"",2,""
"Ancestral Anger",VOW,"",4,""
"Ballista Watcher",VOW,"",2,""
"Belligerent Guest",VOW,"",4,""
"Blood Hypnotist",VOW,"",3,""
"Blood Petal Celebrant",VOW,"",4,""
"Bloody Betrayal",VOW,"",3,""
"Chandra, Dressed to Kill",VOW,"",1,""
"Creepy Puppeteer",VOW,"",2,""
"Curse of Hospitality",VOW,"",3,""
"Daybreak Combatants",VOW,"",1,""
"End the Festivities",VOW,"",4,""
"Falkenrath Celebrants",VOW,"",4,""
"Fearful Villager",VOW,"",3,""
"Flame-Blessed Bolt",VOW,"",3,""
"Frenzied Devils",VOW,"",2,""
"Honeymoon Hearse",VOW,"",3,""
"Hungry Ridgewolf",VOW,"",4,""
"Ill-Tempered Loner",VOW,"",3,""
"Into the Night",VOW,"",4,""
"Kessig Flamebreather",VOW,"",2,""
"Kessig Wolfrider",VOW,"",1,""
"Lacerate Flesh",VOW,"",4,""
"Lambholt Raconteur",VOW,"",3,""
"Lightning Wolf",VOW,"",4,""
"Magma Pummeler",VOW,"",2,""
"Markov Retribution",VOW,"",4,""
"Olivia's Attendants",VOW,"",1,""
"Pyre Spawn",VOW,"",3,""
"Reckless Impulse",VOW,"",4,""
"Rending Flame",VOW,"",4,""
"Runebound Wolf",VOW,"",3,""
"Sanguine Statuette",VOW,"",2,""
"Stensia Uprising",VOW,"",2,""
"Sure Strike",VOW,"",4,""
"Vampires' Vengeance",VOW,"",4,""
"Volatile Arsonist",VOW,"",1,""
"Voldaren Epicure",VOW,"",4,""
"Voltaic Visionary",VOW,"",4,""
"Weary Prisoner",VOW,"",4,""
"Apprentice Sharpshooter",VOW,"",4,""
"Ascendant Packleader",VOW,"",3,""
"Bramble Armor",VOW,"",4,""
"Bramble Wurm",VOW,"",3,""
"Cartographer's Survey",VOW,"",3,""
"Cemetery Prowler",VOW,"",1,""
"Cloaked Cadet",VOW,"",4,""
"Crawling Infestation",VOW,"",2,""
"Crushing Canopy",VOW,"",4,""
"Dawnhart Disciple",VOW,"",3,""
"Dormant Grove",VOW,"",3,""
"Flourishing Hunter",VOW,"",4,""
"Glorious Sunrise",VOW,"",1,""
"Hamlet Vanguard",VOW,"",2,""
"Hiveheart Shaman",VOW,"",2,""
"Hookhand Mariner",VOW,"",3,""
"Howling Moon",VOW,"",1,""
"Howlpack Piper",VOW,"",1,""
"Infestation Expert",VOW,"",1,""
"Laid to Rest",VOW,"",2,""
"Massive Might",VOW,"",3,""
"Moldgraf Millipede",VOW,"",3,""
"Mulch",VOW,"",2,""
"Nature's Embrace",VOW,"",4,""
"Oakshade Stalker",VOW,"",2,""
"Packsong Pup",VOW,"",2,""
"Reclusive Taxidermist",VOW,"",2,""
"Rural Recruit",VOW,"",3,""
"Sheltering Boughs",VOW,"",4,""
"Snarling Wolf",VOW,"",4,""
"Splendid Reclamation",VOW,"",1,""
"Spore Crawler",VOW,"",1,""
"Sporeback Wolf",VOW,"",2,""
"Toxic Scorpion",VOW,"",4,""
"Weaver of Blossoms",VOW,"",4,""
"Witch's Web",VOW,"",3,""
"Wolf Strike",VOW,"",3,""
"Wolfkin Outcast",VOW,"",3,""
"Ancient Lumberknot",VOW,"",1,""
"Bloodtithe Harvester",VOW,"",4,""
"Brine Comber",VOW,"",2,""
